date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:06:35	169818/169818	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/css/style.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/css/style.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:36	43710/43710	---MC-	200	added ('OK')	text/javascript	date:Mon,%2005%20Nov%202018%2021:10:09%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/www.google-analytics.com/analytics.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:36	2072/2072	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/logo-icon.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/logo-icon.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:36	1802/1802	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/logo-light-icon.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/logo-light-icon.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:37	2120/2120	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/logo-text.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/logo-text.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:37	2054/2054	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/logo-light-text.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/logo-light-text.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:39	95683/95683	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/users/1.jpg	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/users/1.jpg	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:40	101308/101308	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/users/2.jpg	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/users/2.jpg	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:42	58312/58312	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/users/3.jpg	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/users/3.jpg	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:44	64451/64451	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/users/4.jpg	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/users/4.jpg	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:45	64932/64932	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/big/img1.jpg	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/big/img1.jpg	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:46	124425/124425	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/big/img2.jpg	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/big/img2.jpg	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:48	43584/43584	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/big/img3.jpg	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/big/img3.jpg	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:48	72620/72620	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/profile.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/profile.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:49	6911/6911	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/login.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/login.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:49	103062/103062	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/index2.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/index2.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:50	99572/99572	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/index3.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/index3.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:50	85313/85313	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/index4.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/index4.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:50	90475/90475	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/index5.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/index5.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:51	61085/61085	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/app-calendar.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/app-calendar.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:51	63510/63510	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/app-chat.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/app-chat.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:51	75110/75110	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/app-ticket.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/app-ticket.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:52	74003/74003	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/app-contact.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/app-contact.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:53	68932/68932	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/app-contact2.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/app-contact2.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:53	72405/72405	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/app-contact-detail.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/app-contact-detail.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:54	80391/80391	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/app-email.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/app-email.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:54	64392/64392	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/app-email-detail.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/app-email-detail.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:54	59247/59247	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/app-compose.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/app-compose.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:55	96112/96112	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-cards.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-cards.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:55	69918/69918	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-user-card.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-user-card.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:56	180778/180778	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-buttons.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-buttons.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:56	83610/83610	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-modals.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-modals.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:56	83150/83150	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-tab.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-tab.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:57	58012/58012	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-tooltip-popover.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-tooltip-popover.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:57	72578/72578	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-tooltip-stylish.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-tooltip-stylish.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:57	58281/58281	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:58	65572/65572	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-notification.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-notification.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:58	76342/76342	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-progressbar.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-progressbar.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:58	65575/65575	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-nestable.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-nestable.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:59	59088/59088	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-range-slider.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-range-slider.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:59	61901/61901	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-timeline.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-timeline.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:06:59	68514/68514	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-typography.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-typography.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:00	69203/69203	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-horizontal-timeline.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-horizontal-timeline.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:00	55493/55493	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-session-timeout.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-session-timeout.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:00	57374/57374	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-session-ideal-timeout.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-session-ideal-timeout.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:01	85378/85378	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-bootstrap.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-bootstrap.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:01	59015/59015	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-breadcrumb.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-breadcrumb.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:02	63426/63426	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-bootstrap-switch.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-bootstrap-switch.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:02	72365/72365	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-list-media.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-list-media.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:02	67384/67384	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-ribbons.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-ribbons.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:03	70489/70489	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-grid.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-grid.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:03	71492/71492	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-carousel.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-carousel.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:04	56844/56844	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-date-paginator.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-date-paginator.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:04	59117/59117	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-dragable-portlet.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-dragable-portlet.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:04	65048/65048	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-spinner.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-spinner.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:05	69621/69621	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-scrollspy.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-scrollspy.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:05	67404/67404	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-toasts.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/ui-toasts.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:06	120830/120830	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/form-basic.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/form-basic.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:06	121797/121797	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/form-layout.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/form-layout.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
18:07:06	125567/125567	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jan%202019%2009:58:51%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/index.html)
